place_id,name_left,business_status,formatted_address,vicinity,latitude,longitude,plus_code_global,plus_code_compound,rating,user_ratings_total,price_level,website,formatted_phone_number,international_phone_number,google_maps_url,types,wheelchair_accessible,editorial_summary,icon_url,utc_offset,opening_hours_available,opening_hours_weekday_text,opening_hours_periods,photo_count,photo_references,review_count,avg_review_rating,latest_review_time,latest_review_text,review_texts,collected_at,district
ChIJYdsTagAn70YRFifvwiOA8Js,Coffee vending machine,OPERATIONAL,"Unnamed Rd, Olaines pagasts, Olaines novads, LV-2127, Latvia",Unnamed Rd,56.7845126,23.8756202,9G85QVMG+R6,"QVMG+R6 Uzvaras Līdums, Olaine parish, Olaine Municipality, Latvia",,,,https://aplankyk.eu/latvijos-pazintiniai-takai/lidumu-karjera-taka-lidumu-quarry-trail,,,https://maps.google.com/?cid=11236621961372051222,"cafe,store,food,point_of_interest,establishment",,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,,[],[],1,"[""AWn5SU4pOoA2yUkhYEmu12ti8JS0bBLrNFVhtkT829xcFOZcZdwq6_e-UwgqsnZIyQicISEvnaeZtywpLCO-DiWVjOqspJd8LoqsuBECvz5luAd1bhfpRLoSqZBnZ7lsAC-oHbW0M-y7ZYu4FfYoApVsxlHrEwfaBvyzUqoCmKVl7cnkVHiy42btpkCigzzEoYWQkTSJl0kXudC8i4kj5RCqjc98m7FF40mRxaFpxz1NXfuNytYl1iYSpEKE6HGaFH8gAqDDwe0ngWJcpp_ddaWCG3t2bBnvYN9AHBkUUOC0sIwCEXowTMf1ng380jN0UxUReZVOhiV7zc7s8ub5ZHVcwoFeHdVLExrftaohv1z_aU87BNy_MxYFUEuuN5OA27_fi_-OSN99nV_GJyAAhuhUOSrZanHNjvTjrKGdK2TdcNc6F7GcRj4fOhpKxSnb6BaM-XBK_bIkV2I4db1hVMo0eeTf1ZRDXMfue6nKV1_frcBl3vCW3Eu0t6VcU6zAyaWb9zd9zes77w3Hb5wAVS2cnpkHokL6k6JOn8Y4I9W_GzkDdiObFxWkMDzegAVe_s3uzlaA8PGCjISX6LzSinOmg2fUl9pZOYoOTCyL2TT7rflNJznnAa2Ll5T_iAWSicDySycZlI9a""]",0,,,,[],2025-10-26T00:34:04.830195,
ChIJvUUqrCco70YRISSWpuSj2G0,Alliņa,CLOSED_TEMPORARILY,"Zemgales iela 29, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Zemgales iela 29, Olaine",56.7844419,23.9376805,9G85QWMQ+Q3,"QWMQ+Q3 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",3.8,25.0,2.0,,27 048 880,+371 27 048 880,https://maps.google.com/?cid=7915256547546375201,"cafe,store,food,point_of_interest,establishment",,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,,[],[],1,"[""AWn5SU47iMen6MfZuyFYGvBomSIZFbX_KNt20ShFeDnBHagBAkvrs3QYOHh4mC3RaREYiES0nwj9zrJ9B_sDtgQCJlfhEs6GMCRvqAq73ZqvO_zlyCZWOpjUNcWzkeaXSlU6dThlqKXxROGWO7ethIMpEIcbTv4kpi1wfBNM2jUzfjtfCtlPzVyCMsGB13DcjZK9YlJoGiM1nQZgnXRraUqpPtz0DrqYOcwF5gdbx_TMzubrAcjys_lIdzgWI-Y4uRiiACshVh-KPMuJwd_BHB6fa1vKg9kOcrrxvFXbBXqHYp2JqroL1jseYM2PieRSQKL88UtiNtsxB97Ob5cADJTToWdlXd6YqVPTtgVlsmDlYxAFyoiBRHSv2yFkQ1dwRbVDfJ-fiFnaWJS1thLf6Jc2_NshbKpjKIqLFCzhaDyIwqQwwr2WCW-JfMFLWGcReyGF055zxAprG5h73DvH_-s8vlYijd1vyh2sGg01YuDVexAbLg64OchHb2Ud11X4NV3H6nNLL4xCghWqb6C9AwUe5F8So0uqKAxY_xICW57vhoYWFaCQri8H3Yy7MMbkp5U-s6A5eYhXdpjSYBcZYYv1OgzPNcB37fqt0rn9IFGOaCyVcJFWwO1io5wD1fb1RL5Z""]",0,,,,[],2025-10-26T00:34:04.831196,
ChIJ-f97UY7X7kYRrnhOUljXbN8,EURO Doners Kebabs,OPERATIONAL,"Zemgales iela 8, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Zemgales iela 8, Olaine",56.7869873,23.9395732,9G85QWPQ+QR,"QWPQ+QR Olaine, Olaines pilsēta, Olaine Municipality, Latvia",4.2,362.0,,,28 129 749,+371 28 129 749,https://maps.google.com/?cid=16099479542280648878,"cafe,point_of_interest,food,establishment",False,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,True,"[""Monday: 11:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM""]","[{""close"": {""day"": 0, ""time"": ""2000""}, ""open"": {""day"": 0, ""time"": ""1100""}}, {""close"": {""day"": 1, ""time"": ""2100""}, ""open"": {""day"": 1, ""time"": ""1100""}}, {""close"": {""day"": 2, ""time"": ""2100""}, ""open"": {""day"": 2, ""time"": ""1100""}}, {""close"": {""day"": 3, ""time"": ""2100""}, ""open"": {""day"": 3, ""time"": ""1100""}}, {""close"": {""day"": 4, ""time"": ""2100""}, ""open"": {""day"": 4, ""time"": ""1100""}}, {""close"": {""day"": 5, ""time"": ""2100""}, ""open"": {""day"": 5, ""time"": ""1100""}}, {""close"": {""day"": 6, ""time"": ""2000""}, ""open"": {""day"": 6, ""time"": ""1100""}}]",1,"[""AWn5SU4en11xI7TyybE1Wn-LYzfgrh7Zv__asZB-lcPp4EuHBoyyD34OHhU30-v6jCkqcZ-ppUd1KzD3ZQzicH1KytHUuyD0hgX58jj8fUgS2J_aMqqdK0vP2MhABYWd73_O-gpxD3CHMoNXAsVqo56sjSeHqjAk2qov31JiLWDKnCjMCHeaLBJbvrb2pBQpqly7Sf0PKd8BPGDj-nwKGJ0jAfc28gNOdsAxeRUjZApVUkjonDIWLevSr75FVMzurohLJz9k4QjbA7fO3vqtE8rSulLArZerRNy9WRW6cwWd7TqdWWHw6fErqOqeTSCJIzL4DaS14GDNLENnA4DqNyU93Lhgdyxfg4NZg3tyBZ6aXNeJCkEHl_NEIaZySk84dhBHyTuw7k193S5uZeIi7kPtG04HMhCpjUNYcfQ-NpTtW__LyMjzWHKPzA-gItF6YJo7jYJ6_JJGolOyK5s0Ze-sKbApq43Nvv7JDvh6EDXrtYq48ICQCuszatpiss_DO3OUAE4d4cTDZOOYav9114iFd2Q2KynWJgM1marCF-ZJeWR9YEv40XxTYF1HnzDMTzxY7P-LTXzTwPGzIZjLXWwK66KpSns60ppgeJjPfigAtF0vpRqVAM14n1zcroo9wJyDfHYJxg""]",0,,,,[],2025-10-26T00:34:04.832200,
ChIJz67Q2djX7kYRACVAORJkT1s,"P&J, SIA",OPERATIONAL,"Zeiferta iela 18A, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Zeiferta iela 18A, Olaine",56.78981289999999,23.938271,9G85QWQQ+W8,"QWQQ+W8 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",4.0,112.0,2.0,,27 048 899,+371 27 048 899,https://maps.google.com/?cid=6579587610044278016,"store,cafe,point_of_interest,food,establishment",,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,True,"[""Monday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM""]","[{""close"": {""day"": 0, ""time"": ""2000""}, ""open"": {""day"": 0, ""time"": ""1100""}}, {""close"": {""day"": 1, ""time"": ""2000""}, ""open"": {""day"": 1, ""time"": ""1100""}}, {""close"": {""day"": 2, ""time"": ""2000""}, ""open"": {""day"": 2, ""time"": ""1100""}}, {""close"": {""day"": 3, ""time"": ""2000""}, ""open"": {""day"": 3, ""time"": ""1100""}}, {""close"": {""day"": 4, ""time"": ""2000""}, ""open"": {""day"": 4, ""time"": ""1100""}}, {""close"": {""day"": 5, ""time"": ""2000""}, ""open"": {""day"": 5, ""time"": ""1100""}}, {""close"": {""day"": 6, ""time"": ""2000""}, ""open"": {""day"": 6, ""time"": ""1100""}}]",1,"[""AWn5SU52p9U9Z9WOhboOrhUhZlt-blYH_Mg-WhEWdiAPLJooxHQDCdoI0j6wjyQvcAI7TD_l9nGkHAulmljX9j-CNBZGuZ8BppEL9cR5gu62Ax3XFWo6tvkEm7drhOAgYcd856fk2OayEsyMkFaek6qpY7UTuJRjf4vb-Xw5-7UczvxHQK8RGKHpc1-ENqR6BAw8Ya96w78aFSkaGSnFMLiSAcOT1hmgHUBrmeUNGtF3LaB8rE-XQp9mg9HaIitFvOC0nr1amA8bS9OuEQOLdHDuD3nY6s6CoxAcRzH_m8kTg4i-WqBgtvSLe6Pz1GDgT6ncQ86WjSBVC04""]",0,,,,[],2025-10-26T00:34:04.832200,
ChIJsyBUb4Ep6UYRhKd_PkvD6E4,Mežvidu Krodziņš,OPERATIONAL,"Mežvidi, Baldone, Baldones pilsēta, Ķekava Municipality, LV-2125, Latvia",Mežvidi,56.7455162,24.3531691,9G86P9W3+67,"P9W3+67 Baldone, Baldones pilsēta, Latvia",4.3,728.0,2.0,https://www.facebook.com/share/17WwdkFnjC/,67 932 803,+371 67 932 803,https://maps.google.com/?cid=5686009257493768068,"cafe,food,point_of_interest,establishment",,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,True,"[""Monday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]","[{""close"": {""day"": 0, ""time"": ""1900""}, ""open"": {""day"": 0, ""time"": ""1000""}}, {""close"": {""day"": 1, ""time"": ""1900""}, ""open"": {""day"": 1, ""time"": ""1000""}}, {""close"": {""day"": 2, ""time"": ""1900""}, ""open"": {""day"": 2, ""time"": ""1000""}}, {""close"": {""day"": 3, ""time"": ""1900""}, ""open"": {""day"": 3, ""time"": ""1000""}}, {""close"": {""day"": 4, ""time"": ""1900""}, ""open"": {""day"": 4, ""time"": ""1000""}}, {""close"": {""day"": 5, ""time"": ""2000""}, ""open"": {""day"": 5, ""time"": ""1000""}}, {""close"": {""day"": 6, ""time"": ""2000""}, ""open"": {""day"": 6, ""time"": ""1000""}}]",1,"[""AWn5SU4iQPR4TlxXyNs_l9tfnBvJFAZvvJRXuSIHioqOxc8NYn-19yDRoQGAn4tRKrq_dQ2QMj6Ol75aKGq_eUGuzyc2gPQ4y_-nuXesoTKevxaV3DXxB1fayImM0_7OxRdmLOvjn4sqvpZpEjJ2ggni8Bjg_58zMUCLrX8eTr_hKOlsMAk32cL79TEDPEaVG3PNyY0BM9bduG1BSN9YtLLIkViIUi0Xy7z2Cwr-nepicl4y_bp6Pf1vk9oWuThNaulNATq20VLHusgzUXppxtHO-AS7yNni9aMMoTpDeBYpGmjWjGPWMPVQt2xK5A7zcyyJpsCVqR6C9Ex0zvkz-oVV1U1rSq928aG-fspByvjnlEitoa1iqf0o60JNWhiIL2bxEscylWN3csDKRt6Ll4naKGKh9HYNb53CfJdb342iiI-vanrmuSrQuJOu-TacS29LSe86RkSHVQzZYIIC0eRaiMZr37BLofzs0p6IGXyZc-XikYmV1J_ziD2TZ6XVbuVhjaNTEsn6HmB_WB-EYRX9CCfETT8AqYKReAZOhNN38cWrHZ4Nryx9QAgVtcSJhiOyHWuHfEA1nnUN64Oaj1BTxBpSedU9WYb1Mkaqar9iG7ylaBlIii1TJkFvU8URzH6LQRAtig""]",0,,,,[],2025-10-26T00:34:04.833199,
ChIJQcVzBQAp6UYRHTRPzB1Xvc8,"""Riekstu namiņš"" Kafejnīca",OPERATIONAL,"QCG2+P5, Riekstukalns, Baldone Parish, Ķekava Municipality, LV-2125, Latvia","QCG2+P5, Riekstukalns",56.77678299999999,24.4004232,,,5.0,2.0,,,,,https://maps.google.com/?cid=14969216521942807581,"cafe,store,food,point_of_interest,establishment",,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,,[],[],1,"[""AWn5SU4FNN0HDAxdhDJeZMEi-UekGcBZXdiQhmB2x9DNaff1fd6aUYmMZe5JgBgPEs86MqoFStX4zC4zFZE8qwgtWVCn-sXnqavWFxL7WRwrvU2W9YH4GOKSooHoafUm84CTtF92xa_lJkHHkGfc9wDxDAE6fV_1dCmPFFI7c460eKFbgbwhBpL5qyqhIZW7rVdcttyH73mZ3M0xjSHpcmvDU2fKWtHE8AFTAMrAtuz_Zzm7wXjIIdK86ProawxjjCCk_szxONuJ84JyjN0LVTG_2D0v5wKf4MFORDi3B_zybuFRc9Ljdcz1L3Dg9IiZpAcxcZExyIopZrXr1I39EL0P0wG2qXz0DEhQGgp15kTXdvKfVfpz9si1j-xsgxNPU9wnxupJr-UC4713AOUJeKlXTYyYNoXQO-jpcDKVfHgQmGe4A9adecWAU5MGAHflG1UdAut4nVTSLj5z14MquTm3lAKZg2aov6pDjCrcVcKmzuyPP5lTzHQlze7uTkIQLqujcXSNKZ7hY1aYHKqKvDP5XsZF21vow_KPa74RwoCI8d7Ov6YhR0YABeXpuVDowAS95UWCK1Du24_3-INGB6sAOaaOyqqcjgslj9c8QkoMCCOZZpnnvcJqywL2fRQ1PErYj6KdLw""]",0,,,,[],2025-10-26T00:34:04.833199,
ChIJdeUuPFTT7kYRFalHQAVH-zY,Kalnakrogs,OPERATIONAL,"Rīgas iela 103, Ķekava, Ķekava pilsēta, Ķekavas novads, LV-2123, Latvia","Rīgas iela 103, Ķekava",56.8245252,24.2448221,9G86R6FV+RW,"R6FV+RW Ķekava, Ķekava Parish, Ķekava Municipality, Latvia",4.1,1303.0,2.0,https://www.facebook.com/pages/Kalnakrogs/197275553687368,67 148 304,+371 67 148 304,https://maps.google.com/?cid=3961838385081329941,"cafe,food,point_of_interest,establishment",,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,False,"[""Monday: 11:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20097:00\u202fPM""]","[{""close"": {""day"": 0, ""time"": ""1900""}, ""open"": {""day"": 0, ""time"": ""1200""}}, {""close"": {""day"": 1, ""time"": ""1700""}, ""open"": {""day"": 1, ""time"": ""1100""}}, {""close"": {""day"": 2, ""time"": ""2000""}, ""open"": {""day"": 2, ""time"": ""1100""}}, {""close"": {""day"": 3, ""time"": ""2000""}, ""open"": {""day"": 3, ""time"": ""1100""}}, {""close"": {""day"": 4, ""time"": ""2000""}, ""open"": {""day"": 4, ""time"": ""1100""}}, {""close"": {""day"": 5, ""time"": ""2200""}, ""open"": {""day"": 5, ""time"": ""1100""}}, {""close"": {""day"": 6, ""time"": ""2200""}, ""open"": {""day"": 6, ""time"": ""1100""}}]",1,"[""AWn5SU52m67jcl1X4jaslaqhf8X4YrknaFd6AeToHk0hkQoTqvo02JABwzwrZByLtgk9MmaMspEdtlYYSVTy32gUmFHrgx4lXJqL-i1z1pAmrNBvdemherrdPnA8IIEbQJgsPJgW1HFV2fMUjLzJ2ytGufLpaCCra6MGrP_43g8ONCuWDWiHWBm0-2prl5CVP77zE4Z6rh4ef5WynU7jsraJdnr0yR5GnCq4MRaVGn0-6G1jVfvN22QwGWimEJHibQiYSIMe3SpxmF386KnTbX2wmpvkIb3DZ-_TtFW5V8SBdiDSnU9jUGdfDpPTiWY29j1O01QKYNwu4gQRjh3dH3YYQdvRBpRhpcTRi06zZoxlC24gj3KaDd-eS3OYXhx-hiHDIzLtHodf1TY8i6gL80olQR3_FFCGyVlrMFxgwWk1crYwq0pU6DHwkwOjOGUDLjShozRPysBHNd1uOin1FmY3KxxTquobf2HnkG52bIy27_U_LIDQHB4ou2HSxCOweW-0kcWx4YfO4WfVsZ-ky5ZpYwyfGTvKsEFYYhLDl66uT0TzjoewMt5eFph1yFlIutY2CKYTb6Lt8LSlpWkbkTyadpCUpLGCwsu1T5is0kQO40Q80dGTeSGotRcZYo_WagROsP4j1kuadbSkWdJOyN3tTfmHLyc""]",0,,,,[],2025-10-26T00:34:04.834200,
ChIJxVDQaQDT7kYRM8JvxFYBcZc,Kind of Cafe,OPERATIONAL,"Rīgas iela 22a, Ķekava, Ķekava pilsēta, Ķekavas novads, LV-2123, Latvia","Rīgas iela 22a, Ķekava",56.83170870000001,24.232086,9G86R6JJ+MR,"R6JJ+MR Ķekava, Ķekava Parish, Ķekava Municipality, Latvia",4.5,40.0,,https://www.instagram.com/kind_of_cafe?igsh=ZXRtM3d6dzk3aGNp,22 351 925,+371 22 351 925,https://maps.google.com/?cid=10912504844269896243,"cafe,store,food,point_of_interest,establishment",,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,True,"[""Monday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]","[{""close"": {""day"": 0, ""time"": ""1900""}, ""open"": {""day"": 0, ""time"": ""0900""}}, {""close"": {""day"": 1, ""time"": ""1900""}, ""open"": {""day"": 1, ""time"": ""0900""}}, {""close"": {""day"": 2, ""time"": ""1900""}, ""open"": {""day"": 2, ""time"": ""0900""}}, {""close"": {""day"": 3, ""time"": ""1900""}, ""open"": {""day"": 3, ""time"": ""0900""}}, {""close"": {""day"": 4, ""time"": ""1900""}, ""open"": {""day"": 4, ""time"": ""0900""}}, {""close"": {""day"": 5, ""time"": ""1900""}, ""open"": {""day"": 5, ""time"": ""0900""}}, {""close"": {""day"": 6, ""time"": ""1900""}, ""open"": {""day"": 6, ""time"": ""0900""}}]",1,"[""AWn5SU5rYKb2mCgthkYMgAunBJbrOXp4AUPmQUSP9o5MjE9LNmrskZo4sqLTQ7-DMveogvpzHdOPEHc7qad3Wu9z3LFNFcfl8wXxADn5OhoOZfCxMLV8nqYK_yBjCMvVTh3AADl9daJaPIbUZX5qFsyCIZQTdeyv5Fhg8IpneW3oSCTSvqR6ohVoPkey2uhKyiDadhC665guteNsdO6Ody8QAJbHWkNHzE_kBJyxEDf2nF_93QP0XyBXBe21IyWvJV17RF0QscfvJDlip_3up6o7Jg0uAJzrUYpo4hF5SFkLwMhpscd5TTHkPuN7fsQ3_xFwlQe30pRb0eo""]",0,,,,[],2025-10-26T00:34:04.835202,
ChIJbfnPDlvT7kYR_1slqoBhYEI,Fatih Doner,OPERATIONAL,"Rīgas iela 22A, Ķekava, Ķekava pilsēta, Ķekavas novads, LV-2123, Latvia","Rīgas iela 22A, Ķekava",56.831819,24.2322713,9G86R6JJ+PW,"R6JJ+PW Ķekava, Ķekava Parish, Ķekava Municipality, Latvia",4.3,368.0,2.0,http://www.fatih.lv/,29 689 858,+371 29 689 858,https://maps.google.com/?cid=4782930009505750015,"cafe,food,point_of_interest,establishment",True,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,120.0,True,"[""Monday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]","[{""close"": {""day"": 0, ""time"": ""1900""}, ""open"": {""day"": 0, ""time"": ""1000""}}, {""close"": {""day"": 1, ""time"": ""2000""}, ""open"": {""day"": 1, ""time"": ""1000""}}, {""close"": {""day"": 2, ""time"": ""2000""}, ""open"": {""day"": 2, ""time"": ""1000""}}, {""close"": {""day"": 3, ""time"": ""2000""}, ""open"": {""day"": 3, ""time"": ""1000""}}, {""close"": {""day"": 4, ""time"": ""2000""}, ""open"": {""day"": 4, ""time"": ""1000""}}, {""close"": {""day"": 5, ""time"": ""2100""}, ""open"": {""day"": 5, ""time"": ""1000""}}, {""close"": {""day"": 6, ""time"": ""2100""}, ""open"": {""day"": 6, ""time"": ""1000""}}]",1,"[""AWn5SU6vnAk2JOpHAeYOUdEZIIfoVBN5ib38ORHkTmpy8k5KvS2tU_UpWb-lBhSPokje67YcThOyvCkhH_vBtwXoSM076EEksE9gl7aoQGJfmPn5CboJSJwe4sQoXikieAIYEg0CIMOD4ZANR9gAWN66O4vBnzdpSsX2Lzp_y2SEbx_3dqfkBJ63TYJTZs6SiZrsyP4oHFYewrestxvasBYNfcX78CUbiTvTwgwL4w3i5F85fgP0o_GeiT-hkxmsJn03q_xL4FfNFMTUyPlcud2iwO1PrWzWJ81-SNoXhEPTmQKy53KaWsTxtC7uhfkoEAVebLUHHf5BrZdBxnMBlUZ9-lGZvR2pf4ybYotKvAQehe8MKBjd5pko39Wr_438aF0pMn7zVh3aZLu1cJuMMjrazdvqHv8MxRO1WCzYNMN4oR0_10A04bQG6rTrsEanQfbkBuIeQSlUddJdx1vkfvTe40Mzq3LpUC2NyZljEMj2iJmaKvkJV-a4_gB5i32HNRy5QGNNku4d9UqMwQmU50sUOQ0bA4wvdfmUs6QCEOcrjIABF0YKtTmHzPWZCdTNfH-FkI7oXgrL4tHwhyv1GNgnNZuUzB5iW_leCfEPVforv-ndu2wQZR1k0Up-KtMQ0i4yo8VAJg""]",0,,,,[],2025-10-26T00:34:04.836201,
ChIJbxFW3HvT7kYRLj6GTf-XBvM,Kafijas Adrese,OPERATIONAL,"Nākotnes iela 2, Ķekava, Ķekava pilsēta, Ķekavas novads, LV-2123, Latvia","Nākotnes iela 2, Ķekava",56.8283795,24.2382535,9G86R6HQ+98,"R6HQ+98 Ķekava, Ķekava Parish, Ķekava Municipality, Latvia",,,,https://www.facebook.com/kafijasadrese/,26 421 399,+371 26 421 399,https://maps.google.com/?cid=17511851323849850414,"cafe,store,food,point_of_interest,establishment",,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,120.0,False,"[""Monday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Sunday: Closed""]","[{""close"": {""day"": 1, ""time"": ""1800""}, ""open"": {""day"": 1, ""time"": ""0900""}}, {""close"": {""day"": 2, ""time"": ""1800""}, ""open"": {""day"": 2, ""time"": ""0900""}}, {""close"": {""day"": 3, ""time"": ""1800""}, ""open"": {""day"": 3, ""time"": ""0900""}}, {""close"": {""day"": 4, ""time"": ""1800""}, ""open"": {""day"": 4, ""time"": ""0900""}}, {""close"": {""day"": 5, ""time"": ""1800""}, ""open"": {""day"": 5, ""time"": ""0900""}}, {""close"": {""day"": 6, ""time"": ""1600""}, ""open"": {""day"": 6, ""time"": ""1000""}}]",1,"[""AWn5SU4NIoAPkGAjybhI4tJ0476tnSOdN44Kz3xSwBa0yYb0zYR-SN_e-NkTioPsucL0nH1Of24DpBJtKlh_H5YCpjfX1mXBH1-fsPLB0gm9ufKZ1fXQ62GrXaG4-4LbyY2XcmvqCCGNuqJy8ULYF2IocXzZmg6ZUks7g8GASsp5yfkXXnRf-4EqeKvYEqWKrDX9fUhrRoBfJM4YcMwCxibpPKOCOtj6tpHRckuKH4EhwlqPAXgWKpJBCyVX5YrrVdGSe4EkSowmbzPX3zGPbvlml-o8fSLaUAuGs5djO41WfDT7ab_bvvaVqv1dbeD81-gUuPUDmr2p""]",0,,,,[],2025-10-26T00:34:04.837199,
